ModelYear,Make,Model,Cylinders,Transmission,CityFE,HwyFE,CombFE,Trans,Gears,Drive,MaxEthanol,FuelType,FuelUnit,AnnualFuelCost
2018,Honda,Clarity,4,Auto(AV),44,40,42,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,650
2018,HYUNDAI MOTOR COMPANY,Ioniq Plug-in Hybrid,4,Auto(AM6),53,52,52,Automated Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,600
2018,HYUNDAI MOTOR COMPANY,Sonata plug-in hybrid,4,Auto(AM6),37,42,39,Automated Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,750
2018,Karma Automotive LLC,Revero,4,Auto(A1),20,21,20,Automatic,1,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,1450
2018,KIA MOTORS CORPORATION,Optima plug-in hybrid,4,Auto(AM6),38,43,40,Automated Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,750
2018,KIA MOTORS CORPORATION,Niro Plug-in Hybrid,4,Auto(AM6),48,44,46,Automated Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,700
2018,Mercedes-Benz,C 350e,4,Auto(A7),28,32,30,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1350
2018,Mercedes-Benz,GLC 350e 4MATIC,4,Auto(A7),24,27,25,Automatic,7,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1500
2018,Mercedes-Benz,GLE 550e 4MATIC,6,Auto(A7),20,23,21,Automatic,7,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1850
2018,Mini,MINI COOPER SE COUNTRYMAN ALL4,3,Auto(S6),28,27,27,Semi-Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1350
2018,Mitsubishi Motors Corporation,OUTLANDER PHEV,4,Auto(A1),25,26,25,Automatic,1,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1150
2018,Porsche,Cayenne S e-Hybrid,6,Auto(AM8),21,24,22,Automated Manual,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1700
2018,Porsche,Panamera 4 e-Hybrid,6,Auto(AM-S8),20,25,22,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1700
2018,Porsche,Panamera 4 e-Hybrid Executive,6,Auto(AM-S8),20,25,22,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1700
2018,Porsche,Panamera 4 e-Hybrid ST,6,Auto(AM-S8),20,25,22,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1700
2018,Porsche,Panamera Turbo S e-Hybrid,8,Auto(AM-S8),19,23,21,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1800
2018,Porsche,Panamera Turbo S e-Hybrid Exec,8,Auto(AM-S8),19,23,21,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1800
2018,Porsche,Panamera Turbo S e-Hybrid ST,8,Auto(AM-S8),19,23,21,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1800
2018,TOYOTA,Prius Prime,4,Auto(AV),55,53,54,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,600
2018,"Volvo Cars of North America, LLC",S90 AWD,4,Auto(S8),26,33,29,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1150
2018,"Volvo Cars of North America, LLC",XC60 AWD,4,Auto(S8),26,28,26,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1350
2018,"Volvo Cars of North America, LLC",XC90 AWD,4,Auto(S8),26,30,27,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1300
2017,Audi,A3 e-tron,4,Auto(AM-S6),33,36,34,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Recommended),MPG,1050
2017,BMW,330e,4,Auto(S8),28,34,30,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1200
2017,BMW,740e xDrive,4,Auto(S8),25,29,27,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1350
2017,BMW,I3 REX  (94 Amp-hour battery),2,Auto(A1),36,33,35,Automatic,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,650
2017,,,,,36,33,35,Automatic,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,650
2017,BMW,I8,3,Auto(A6),28,29,28,Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1250
2017,"(Blended PHEV; tested in the (default) ""D"" mode---not the ""Sport"" mode)",,,,28,29,28,Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1250
2017,BMW,X5 xDrive40e,4,Auto(S8),23,25,24,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1550
2017,,,,,23,25,24,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1550
2017,Cadillac,CT6 Plug-In,4,Auto(AV),23,29,26,Continuously Variable,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1300
2017,Chevrolet,VOLT,4,Auto(AV),43,42,42,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,650
2017,Chrysler,Pacifica Hybrid,6,Auto(AV),32,33,32,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,900
2017,Ford,C-MAX Energi Plug-In Hybrid FWD,4,Auto(AV),41,38,39,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,800
2017,Ford,FUSION Energi Plug-in Hybrid FWD,4,Auto(AV),43,41,42,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,800
2017,HYUNDAI MOTOR COMPANY,Sonata plug-in hybrid,4,Auto(AM6),38,40,39,Automated Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,800
2017,KIA MOTORS CORPORATION,Optima plug-in hybrid,4,Auto(AM6),38,43,40,Automated Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,750
2017,Mercedes-Benz,C 350e,4,Auto(A7),28,32,30,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1350
2017,Mercedes-Benz,GLE 550e 4MATIC,6,Auto(A7),20,23,21,Automatic,7,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1850
2017,Mercedes-Benz,S 550e,6,Auto(A7),24,30,26,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1450
2017,Porsche,Cayenne S e-Hybrid,6,Auto(AM8),21,24,22,Automated Manual,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1700
2017,TOYOTA,Prius Prime,4,Auto(AV),55,53,54,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,600
2017,"Volvo Cars of North America, LLC",XC90 AWD,4,Auto(S8),24,27,25,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1500
2016,Audi,A3 e-tron,4,Auto(AM-S6),33,37,35,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Recommended),MPG,1200
2016,Audi,A3 e-tron ultra,4,Auto(AM-S6),37,41,39,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Recommended),MPG,1050
2016,BMW,330e,4,Auto(S8),28,36,31,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1350
2016,BMW,I3 REX,2,Auto(A1),41,37,39,Automatic,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,700
2016,BMW,I8,3,Auto(A6),28,29,28,Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1400
2016,BMW,X5 xDrive40e,4,Auto(S8),23,25,24,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1750
2016,Cadillac,ELR,4,Auto(AV),31,33,32,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1000
2016,Cadillac,ELR Sport,4,Auto(AV),28,33,30,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1100
2016,Chevrolet,VOLT,4,Auto(AV),43,42,42,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,700
2016,Ford,C-MAX Energi Plug-In Hybrid FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1000
2016,Ford,FUSION Energi Plug-in Hybrid FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1000
2016,HYUNDAI MOTOR COMPANY,Sonata Plug-in Hybrid,4,Auto(AM6),38,41,40,Automated Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,850
2016,Mercedes-Benz,GLE 550e 4MATIC,6,Auto(A7),20,23,21,Automatic,7,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2100
2016,Mercedes-Benz,C 350e,4,Auto(A7),28,32,30,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1500
2016,Mercedes-Benz,S 550e,6,Auto(A7),24,30,26,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1650
2016,Porsche,Cayenne S e-Hybrid,6,Auto(AM8),21,24,22,Automated Manual,8,All Wheel Drive,,Gasoline (Premium Unleaded Recommended),MPG,1900
2016,Porsche,Panamera S E-Hybrid,6,Auto(AM-S8),23,29,25,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1650
2016,"Volvo Cars of North America, LLC",XC90 AWD,4,Auto(S8),24,27,25,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1700
2015,BMW,I3 REX,2,Auto(A1),41,37,39,Automatic,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,650
2015,BMW,I8,3,Auto(A6),28,29,28,Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1550
2015,Cadillac,ELR,4,Auto(AV),31,35,33,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1050
2015,Chevrolet,VOLT,4,Auto(AV),35,40,37,Continuously Variable,1,"2-Wheel Drive, Front",,Gasoline (Premium Unleaded Required),MPG,900
2015,Ford,C-MAX Energi Plug-In Hybrid FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",,Gasoline (Regular Unleaded Recommended),MPG,1050
2015,Ford,FUSION Energi Plug-in Hybrid FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1050
2015,McLaren ,P1,8,Auto(A7),16,20,17,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,3250
2015,Mercedes-Benz,S 550 e,6,Auto(A7),24,30,26,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1800
2015,Porsche,918 Spyder ,8,Auto(AM-S7),20,24,22,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2050
2015,Porsche,Cayenne S e-Hybrid,6,Auto(AM8),21,24,22,Automated Manual,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2100
2015,Porsche,Panamera S E-Hybrid,6,Auto(AM-S8),23,29,25,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1850
2015,TOYOTA,PRIUS Plug-in Hybrid,4,Auto(AV),51,49,50,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,950
2014,BMW,I3 REX,2,Auto(A1),41,37,39,Automatic,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,650
2014,BMW,I8,3,Auto(A6),28,29,28,Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1550
2014,Cadillac,ELR,4,Auto(AV),31,35,33,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1000
2014,Chevrolet,VOLT,4,Auto(AV),35,40,37,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,900
2014,Ford,C-MAX Energi Plug-In Hybrid FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1050
2014,Ford,FUSION Energi Plug-in Hybrid FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1050
2014,Honda,ACCORD PLUG-IN HYBRID,4,Auto(AV),47,46,46,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,950
2014,McLaren Automotive Limted,P1,8,Auto(A7),16,20,17,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,3200
2014,Porsche,Panamera S E-Hybrid,6,Auto(AM-S8),23,29,25,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1850
2014,TOYOTA,PRIUS Plug-in Hybrid,4,Auto(AV),51,49,50,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,950
2013,Chevrolet,VOLT,4,Auto(AV),35,40,37,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,950
2013,TOYOTA,PRIUS Plug-in Hybrid,4,Auto(AV),51,49,50,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,950
2013,Ford,C-MAX PHEV FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1100
2013,Ford,FUSION PHEV FWD,4,Auto(AV),40,36,38,Continuously Variable,1,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1100
2012,Chevrolet,VOLT,4,Auto(AV),35,40,37,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1000
2012,TOYOTA,PRIUS Plug-in Hybrid,4,Auto(AV),51,49,50,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1000
2012,"Fisker Automotive, Inc.",Fisker Karma,4,Auto(A1),20,21,20,Automatic,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1800
2011,Chevrolet,VOLT,4,Auto(AV),35,40,37,Continuously Variable,1,"2-Wheel Drive, Front",,Gasoline (Premium Unleaded Required),MPG,1302
2012,Chevrolet,VOLT,4,Auto(AV),35,40,37,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1000
2012,TOYOTA,PRIUS Plug-in Hybrid,4,Auto(AV),51,49,50,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1000
2012,"Fisker Automotive, Inc.",Fisker Karma,4,Auto(A1),20,21,20,Automatic,1,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1800
2011,Chevrolet,VOLT,4,Auto(AV),35,40,37,Continuously Variable,1,"2-Wheel Drive, Front",,Gasoline (Premium Unleaded Required),MPG,1302
