Model Year,Division,Carline,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Trans Desc,# Gears,Drive Desc,Max Ethanol % - Gasoline,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. 
2019,Ford,MUSTANG CONVERTIBLE,4,Auto(S10),20,28,23,Semi-Automatic,10,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2019,Ford,MUSTANG CONVERTIBLE,4,Manual(M6),20,28,23,Manual,6,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2019,Ford,MUSTANG CONVERTIBLE,8,Auto(S10),15,24,18,Semi-Automatic,10,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,2100,2100
2019,Ford,MUSTANG PERFORMANCE PACKAGE,4,Auto(S10),20,28,23,Semi-Automatic,10,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2019,Ford,MUSTANG PERFORMANCE PACKAGE,4,Manual(M6),20,27,23,Manual,6,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2019,Ford,SHELBY GT350 MUSTANG,8,Manual(M6),14,21,16,Manual,6,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2800,2800
2019,INFINITI,Q60,4,Auto(S7),22,30,25,Semi-Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1800,1800
2019,INFINITI,Q60,6,Auto(S7),19,28,22,Semi-Automatic,7,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2050,2050
2019,INFINITI,Q60 AWD,4,Auto(S7),21,28,24,Semi-Automatic,7,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1900,1900
2019,INFINITI,Q60 AWD,6,Auto(S7),19,27,22,Semi-Automatic,7,All Wheel Drive,15,Gasoline (Premium Unleaded Required),MPG,2050,2050
2019,INFINITI,Q60 AWD RED SPORT,6,Auto(S7),19,26,21,Semi-Automatic,7,All Wheel Drive,15,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,INFINITI,Q60 RED SPORT,6,Auto(S7),20,27,22,Semi-Automatic,7,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2050,2050
2019,LEXUS,LC 500,8,Auto(S10),16,25,19,Semi-Automatic,10,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2350,2350
2019,LEXUS,LC 500h,6,Auto(AV-S10),27,35,30,Selectable Continuously Variable (e.g. CVT with paddles),10,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,1500,1500
2019,LEXUS,RC 300,4,Auto(S8),21,30,24,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,1900,1900
2019,LEXUS,RC 300 AWD,6,Auto(S6),18,24,21,Semi-Automatic,6,All Wheel Drive,15,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,LEXUS,RC 350,6,Auto(S8),20,28,23,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,1950,1950
2019,LEXUS,RC 350 AWD,6,Auto(S6),18,24,21,Semi-Automatic,6,All Wheel Drive,15,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,LEXUS,RC F,8,Auto(S8),16,25,19,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2350,2350
2019,MASERATI,GRANTURISMO CONVERTIBLE,8,Auto(A6),13,20,16,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2800,2800
2019,Mercedes-Benz,A 220,4,Auto(A7),24,35,28,Automatic,7,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1600,1600
2019,Mercedes-Benz,A 220 4MATIC,4,Auto(A7),24,34,28,Automatic,7,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1600,1600
2019,Mercedes-Benz,AMG C 43 4MATIC (convertible),6,Auto(A9),18,25,21,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,Mercedes-Benz,AMG C 43 4MATIC (coupe),6,Auto(A9),19,27,22,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2050,2050
2019,Mercedes-Benz,AMG C 63 (convertible),8,Auto(A9),17,24,20,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,Mercedes-Benz,AMG C 63 (coupe),8,Auto(A9),17,26,20,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,Mercedes-Benz,AMG C 63 S (convertible),8,Auto(A9),17,24,20,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,Mercedes-Benz,AMG C 63 S (coupe),8,Auto(A9),17,26,20,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,Mercedes-Benz,AMG E53 4MATIC+ (Convertible),6,Auto(A9),20,26,23,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1950,1950
2019,Mercedes-Benz,AMG E53 4MATIC+ (Coupe),6,Auto(A9),21,28,23,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1950,1950
2019,Mercedes-Benz,AMG S 63 4MATIC (convertible),8,Auto(A9),15,24,18,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2500,2500
2019,Mercedes-Benz,AMG S 65 (convertible),12,Auto(A7),14,21,16,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2800,2800
2019,Mercedes-Benz,C 300 (convertible),4,Auto(A9),21,29,24,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1900,1900
2019,Mercedes-Benz,C 300 (Coupe),4,Auto(A9),22,31,25,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1800,1800
2019,Mercedes-Benz,C 300 4MATIC (convertible),4,Auto(A9),21,29,24,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1900,1900
2019,Mercedes-Benz,C 300 4MATIC (Coupe),4,Auto(A9),22,31,25,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1800,1800
2019,Mercedes-Benz,E 450 (convertible),6,Auto(A9),20,27,23,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1950,1950
2019,Mercedes-Benz,E 450 (coupe),6,Auto(A9),20,28,23,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1950,1950
2019,Mercedes-Benz,E 450 4MATIC (convertible),6,Auto(A9),19,26,22,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2050,2050
2019,Mercedes-Benz,E 450 4MATIC (coupe),6,Auto(A9),19,26,22,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2050,2050
2019,Mercedes-Benz,S 560 (convertible),8,Auto(A9),17,26,20,Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,Mini,COOPER HARDTOP 2 DOOR,3,Auto(S6),27,35,30,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1500,1500
2019,Mini,COOPER HARDTOP 2 DOOR,3,Manual(M6),28,38,32,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1400,1400
2019,Mini,COOPER HARDTOP 4 DOOR,3,Auto(S6),27,35,30,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1500,1500
2019,Mini,COOPER HARDTOP 4 DOOR,3,Manual(M6),28,37,31,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1450,1450
2019,Mini,COOPER S HARDTOP 2 DOOR,4,Auto(S6),25,32,28,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1600,1600
2019,Mini,COOPER S HARDTOP 2 DOOR,4,Manual(M6),23,32,26,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1750,1750
2019,Mini,COOPER S HARDTOP 4 DOOR,4,Auto(S6),25,32,28,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1600,1600
2019,Mini,COOPER S HARDTOP 4 DOOR,4,Manual(M6),23,32,26,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1750,1750
2019,Mini,JOHN COOPER WORKS HARDTOP,4,Auto(S6),25,32,28,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1600,1600
2019,Mini,JOHN COOPER WORKS HARDTOP,4,Manual(M6),23,32,26,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1750,1750
2019,NISSAN,GT-R,6,Auto(AM6),16,22,18,Automated Manual,6,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2500,2500
2019,"Roush Industries, Inc.",Roush Stage 3 Mustang,8,Auto(S10),12,19,15,Semi-Automatic,10,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,3000,3000
2019,"Roush Industries, Inc.",Roush Stage 3 Mustang,8,Manual(M6),13,20,15,Manual,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,3000,3000
2019,Volkswagen,Beetle Convertible,4,Auto(S6),26,33,29,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,Acura,ILX,4,Auto(AM-S8),24,34,28,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1600,1600
2019,Acura,TLX AWD,6,Auto(S9),20,29,23,Semi-Automatic,9,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1950,1950
2019,Acura,TLX AWD A-SPEC,6,Auto(S9),20,29,23,Semi-Automatic,9,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1950,1950
2019,Acura,TLX FWD,4,Auto(AM-S8),23,33,27,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1650,1650
2019,Acura,TLX FWD,6,Auto(S9),20,31,24,Semi-Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1900,1900
2019,Acura,TLX FWD A-SPEC,4,Auto(AM-S8),23,32,26,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1750,1750
2019,Acura,TLX FWD A-SPEC,6,Auto(S9),20,30,23,Semi-Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1950,1950
2019,Audi,A4,4,Auto(AM-S7),27,34,30,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Recommended),MPG,1500,1500
2019,Audi,A4 quattro,4,Auto(AM-S7),23,34,27,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,1650,1650
2019,Audi,S4,6,Auto(S8),21,30,24,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,1900,1900
2019,BMW,330i,4,Auto(S8),26,36,30,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1500,1500
2019,BMW,330i xDrive,4,Auto(S8),25,34,28,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1600,1600
2019,BMW,430i Coupe,4,Auto(S8),24,34,27,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1650,1650
2019,BMW,430i Coupe,4,Manual(M6),21,33,25,Manual,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1800,1800
2019,BMW,430i Gran Coupe,4,Auto(S8),24,34,27,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1650,1650
2019,BMW,430i xDrive Coupe,4,Auto(S8),23,33,27,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1650,1650
2019,BMW,430i xDrive Gran Coupe,4,Auto(S8),23,33,27,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1650,1650
2019,BMW,440i Coupe,6,Auto(S8),21,32,25,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1800,1800
2019,BMW,440i Coupe,6,Manual(M6),18,28,22,Manual,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2050,2050
2019,BMW,440i Gran Coupe,6,Auto(S8),21,32,25,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1800,1800
2019,BMW,440i xDrive Coupe,6,Auto(S8),21,31,24,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1900,1900
2019,BMW,440i xDrive Coupe,6,Manual(M6),18,28,21,Manual,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2019,BMW,440i xDrive Gran Coupe,6,Auto(S8),21,31,24,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,1900,1900
2019,BMW,640i Gran Coupe,6,Auto(S8),20,29,23,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,1950,1950
2019,BMW,640i xDrive Gran Coupe,6,Auto(S8),19,28,22,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2050,2050
2019,BMW,650i Gran Coupe,8,Auto(S8),18,26,21,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2019,BMW,650i xDrive Gran Coupe,8,Auto(S8),17,25,20,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2019,BMW,Alpina B6 xDrive Gran Coupe,8,Auto(S8),17,25,20,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2019,BMW,M4 Coupe,6,Auto(AM-S7),17,23,19,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2350,2350
2019,BMW,M4 Coupe,6,Manual(M6),18,25,20,Manual,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,BMW,M4 Coupe Competition,6,Auto(AM-S7),17,23,19,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2350,2350
2019,BMW,M4 Coupe Competition,6,Manual(M6),18,25,20,Manual,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,BMW,M4 CS,6,Auto(AM-S7),17,23,19,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2350,2350
2019,BMW,M6 Gran Coupe,8,Auto(AM-S7),14,20,16,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2800,2800
2019,BMW,M6 Gran Coupe,8,Manual(M6),15,22,17,Manual,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2650,2650
2019,Cadillac,ATS,4,Auto(S8),22,30,25,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,1800,1800
2019,Cadillac,ATS,6,Auto(S8),19,29,23,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2019,Cadillac,ATS AWD,4,Auto(S8),21,29,24,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1900,1900
2019,Cadillac,ATS AWD,6,Auto(S8),18,26,21,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2019,Cadillac,ATS-V,6,Auto(S8),17,25,20,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2019,Cadillac,ATS-V,6,Manual(M6),16,23,19,Manual,6,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2350,2350
2019,Chevrolet,CRUZE,4,Auto(AV),30,38,33,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1150,1150
2019,Chevrolet,CRUZE,4,Auto(S6),28,38,32,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1200,1200
2019,Chevrolet,CRUZE,4,Auto(A9),31,48,37,Automatic,9,"2-Wheel Drive, Front",,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,1150,1150
2019,Chevrolet,CRUZE PREMIER,4,Auto(S6),28,38,32,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1200,1200
2019,Chevrolet,SONIC,4,Auto(S6),26,34,29,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,Chevrolet,SONIC,4,Manual(M6),27,38,31,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1250,1250
2019,Ford,Fiesta ST FWD,4,Manual(M6),25,32,28,Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1350,1350
2019,GENESIS,G70 AWD,4,Auto(S8),21,28,23,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,1950,1950
2019,GENESIS,G70 AWD,6,Auto(S8),17,25,20,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2019,GENESIS,G70 RWD,4,Auto(S8),22,30,25,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Recommended),MPG,1800,1800
2019,GENESIS,G70 RWD,4,Manual(M6),18,28,22,Manual,6,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Recommended),MPG,2050,2050
2019,GENESIS,G70 RWD,6,Auto(S8),17,26,20,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2019,Honda,CIVIC 2Dr,4,Auto(AV),31,40,35,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1100,1100
2019,Honda,CIVIC 2Dr,4,Auto(AV-S7),30,37,33,Selectable Continuously Variable (e.g. CVT with paddles),7,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1150,1150
2019,Honda,CIVIC 2Dr,4,Manual(M6),28,38,32,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1400,1400
2019,Honda,CIVIC 2Dr,4,Auto(AV),30,38,33,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1150,1150
2019,Honda,CIVIC 2Dr,4,Auto(AV-S7),29,36,32,Selectable Continuously Variable (e.g. CVT with paddles),7,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1200,1200
2019,Honda,CIVIC 2Dr,4,Manual(M6),25,35,29,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,HYUNDAI MOTOR COMPANY,Accent,4,Auto(S6),28,38,32,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1200,1200
2019,HYUNDAI MOTOR COMPANY,Accent,4,Manual(M6),28,37,31,Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1250,1250
2019,HYUNDAI MOTOR COMPANY,Veloster,4,Auto(AM7),28,34,30,Automated Manual,7,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,HYUNDAI MOTOR COMPANY,Veloster,4,Manual(M6),26,33,29,Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,HYUNDAI MOTOR COMPANY,Veloster,4,Auto(S6),27,34,30,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,HYUNDAI MOTOR COMPANY,Veloster,4,Manual(M6),25,33,28,Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1350,1350
2019,HYUNDAI MOTOR COMPANY,Veloster N,4,Manual(M6),22,28,25,Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1550,1550
2019,INFINITI,QX30,4,Auto(AM7),24,33,27,Automated Manual,7,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1650,1650
2019,INFINITI,QX30 AWD,4,Auto(AM7),21,30,25,Automated Manual,7,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1800,1800
2019,Jaguar,XE,4,Auto(S8),32,42,36,Semi-Automatic,8,"2-Wheel Drive, Rear",,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,1200,1200
2019,Jaguar,XE,4,Auto(S8),25,34,28,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Recommended),MPG,1600,1600
2019,Jaguar,XE,6,Auto(S8),21,30,24,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Recommended),MPG,1900,1900
2019,Jaguar,XE AWD,4,Auto(S8),30,40,34,Semi-Automatic,8,All Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,1250,1250
2019,Jaguar,XE AWD,4,Auto(S8),24,34,28,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,1600,1600
2019,Jaguar,XE AWD,6,Auto(S8),20,29,23,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,1950,1950
2019,Jaguar,XE AWD,8,Auto(S8),16,22,18,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,2500,2500
2019,KIA MOTORS CORPORATION,Rio,4,Auto(S6),28,37,32,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1200,1200
2019,KIA MOTORS CORPORATION,Rio,4,Manual(M6),29,37,32,Manual,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1200,1200
2019,LEXUS,GS F,8,Auto(S8),16,24,19,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2350,2350
2019,LEXUS,IS 300,4,Auto(S8),21,30,24,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,1900,1900
2019,LEXUS,IS 300 AWD,6,Auto(S6),19,26,21,Semi-Automatic,6,All Wheel Drive,15,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,LEXUS,IS 350,6,Auto(S8),20,28,23,Semi-Automatic,8,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,1950,1950
2019,LEXUS,IS 350 AWD,6,Auto(S6),19,26,21,Semi-Automatic,6,All Wheel Drive,15,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,LEXUS,UX 250h,4,Auto(AV-S6),43,41,42,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,900,900
2019,LEXUS,UX 250h AWD,4,Auto(AV-S6),41,38,39,Selectable Continuously Variable (e.g. CVT with paddles),6,All Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,1000,1000
2019,MAZDA,CX-3 2WD,4,Auto(S6),29,34,31,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1250,1250
2019,MAZDA,CX-3 4WD,4,Auto(S6),27,32,29,Semi-Automatic,6,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,MAZDA,MAZDA2,4,Auto(S6),32,40,35,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1100,1100
2019,MAZDA,MAZDA2,4,Manual(M6),30,39,34,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1100,1100
2019,MAZDA,Mazda3 4-Door 2WD,4,Auto(S6),27,36,30,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,MAZDA,Mazda3 4-Door 2WD,4,Auto(S6),26,35,30,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1300,1300
2019,MAZDA,Mazda3 4-Door 4WD,4,Auto(S6),25,33,28,Semi-Automatic,6,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1350,1350
2019,Mercedes-Benz,AMG C 43 4MATIC,6,Auto(A9),19,27,22,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2050,2050
2019,Mercedes-Benz,AMG C 63,8,Auto(A9),18,27,21,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,Mercedes-Benz,AMG C 63 S,8,Auto(A9),18,27,21,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,Mercedes-Benz,AMG CLA 45 4MATIC,4,Auto(AM7),23,30,26,Automated Manual,7,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1750,1750
2019,Mercedes-Benz,AMG CLS53 4MATIC+,6,Auto(A9),21,27,23,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,1950,1950
2019,Mercedes-Benz,AMG GT 53 4MATIC+,6,Auto(A9),19,24,21,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2150,2150
2019,Mercedes-Benz,AMG GT 63 4MATIC+,8,Auto(A9),15,20,17,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2650,2650
2019,Mercedes-Benz,AMG GT 63 S 4MATIC+,8,Auto(A9),15,20,17,Automatic,9,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2650,2650
